Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Strain,TISSUE
SRR6636488,E14.5,RNA-Seq,100,159397300,PRJNA432054,SAMN08429392,99912369,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624175,GSM2967733,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967733,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6636489,E14.5,RNA-Seq,100,128289800,PRJNA432054,SAMN08429391,80713574,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624176,GSM2967734,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967734,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6636490,E14.5,RNA-Seq,100,151327500,PRJNA432054,SAMN08429390,94272066,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624177,GSM2967735,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967735,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6636491,E14.5,RNA-Seq,100,182562200,PRJNA432054,SAMN08429389,113762339,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624178,GSM2967736,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967736,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6636492,E14.5,RNA-Seq,100,144657700,PRJNA432054,SAMN08428976,90342774,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624179,GSM2967737,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967737,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6636493,E14.5,RNA-Seq,100,87052800,PRJNA432054,SAMN08428975,57720848,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624180,GSM2967738,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967738,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6636494,E14.5,RNA-Seq,100,150564300,PRJNA432054,SAMN08428974,93840310,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624181,GSM2967739,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967739,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6636495,E14.5,RNA-Seq,100,116694000,PRJNA432054,SAMN08428973,73175892,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624182,GSM2967740,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967740,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6636496,E14.5,RNA-Seq,100,54983200,PRJNA432054,SAMN08428972,40061675,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624183,GSM2967741,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967741,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6636497,E14.5,RNA-Seq,100,100287300,PRJNA432054,SAMN08428971,63240356,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624184,GSM2967742,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967742,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6636498,E14.5,RNA-Seq,100,121565500,PRJNA432054,SAMN08428970,76440880,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624185,GSM2967743,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967743,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6636499,E14.5,RNA-Seq,100,129088200,PRJNA432054,SAMN08428969,80772715,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624186,GSM2967744,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967744,Brain,SRP131682,CD1,"dMGE,Brain"
SRR6636500,E14.5,RNA-Seq,100,226607400,PRJNA432054,SAMN08428968,143246871,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624187,GSM2967745,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967745,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636501,E14.5,RNA-Seq,100,208536700,PRJNA432054,SAMN08428967,133483117,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624188,GSM2967746,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967746,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636502,E14.5,RNA-Seq,100,155621100,PRJNA432054,SAMN08428966,98703244,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624189,GSM2967747,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967747,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636503,E14.5,RNA-Seq,100,150706700,PRJNA432054,SAMN08428965,96358767,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624190,GSM2967748,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967748,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636504,E14.5,RNA-Seq,100,72650300,PRJNA432054,SAMN08428964,47275148,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624191,GSM2967749,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967749,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636505,E14.5,RNA-Seq,100,156869800,PRJNA432054,SAMN08428963,99991607,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624192,GSM2967750,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967750,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636506,E14.5,RNA-Seq,100,101613500,PRJNA432054,SAMN08428962,65193369,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624193,GSM2967751,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967751,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636507,E14.5,RNA-Seq,100,108503700,PRJNA432054,SAMN08428961,75887777,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624194,GSM2967752,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967752,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636508,E14.5,RNA-Seq,100,231984300,PRJNA432054,SAMN08428960,147456595,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624195,GSM2967753,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967753,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636509,E14.5,RNA-Seq,100,245610400,PRJNA432054,SAMN08428959,156330406,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624196,GSM2967754,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967754,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636510,E14.5,RNA-Seq,100,199018900,PRJNA432054,SAMN08428958,126830505,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624197,GSM2967755,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967755,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636511,E14.5,RNA-Seq,100,196340900,PRJNA432054,SAMN08428957,126612799,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624198,GSM2967756,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967756,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636512,E14.5,RNA-Seq,100,195156000,PRJNA432054,SAMN08428956,124444351,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624199,GSM2967757,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967757,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636513,E14.5,RNA-Seq,100,173791400,PRJNA432054,SAMN08428955,112124937,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624200,GSM2967758,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967758,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636514,E14.5,RNA-Seq,100,176234900,PRJNA432054,SAMN08428954,112930097,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624201,GSM2967759,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967759,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636515,E14.5,RNA-Seq,100,162960900,PRJNA432054,SAMN08428953,103814223,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624202,GSM2967760,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967760,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636516,E14.5,RNA-Seq,100,66617800,PRJNA432054,SAMN08428952,44054265,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624203,GSM2967761,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967761,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636517,E14.5,RNA-Seq,100,176570500,PRJNA432054,SAMN08428951,113385846,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624204,GSM2967762,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967762,Brain,SRP131682,CD1,"Brain,vMGE"
SRR6636518,E14.5,RNA-Seq,100,234865200,PRJNA432054,SAMN08428950,149926548,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624205,GSM2967763,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967763,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636519,E14.5,RNA-Seq,100,197172900,PRJNA432054,SAMN08428949,125775954,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624206,GSM2967764,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967764,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636520,E14.5,RNA-Seq,100,182488800,PRJNA432054,SAMN08428948,120358183,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624207,GSM2967765,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967765,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636521,E14.5,RNA-Seq,100,146729200,PRJNA432054,SAMN08428947,93667231,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624208,GSM2967766,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967766,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636522,E14.5,RNA-Seq,100,168162000,PRJNA432054,SAMN08428917,107795201,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624209,GSM2967767,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967767,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636523,E14.5,RNA-Seq,100,84944200,PRJNA432054,SAMN08428916,54385917,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624210,GSM2967768,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967768,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636524,E14.5,RNA-Seq,100,136161700,PRJNA432054,SAMN08428915,87729486,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624211,GSM2967769,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967769,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636525,E14.5,RNA-Seq,100,141993100,PRJNA432054,SAMN08428914,91007410,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624212,GSM2967770,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967770,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636526,E14.5,RNA-Seq,100,100457900,PRJNA432054,SAMN08428913,65228722,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624213,GSM2967771,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967771,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636527,E14.5,RNA-Seq,100,148279700,PRJNA432054,SAMN08428912,95207046,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624214,GSM2967772,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967772,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636528,E14.5,RNA-Seq,100,179248500,PRJNA432054,SAMN08428911,114516438,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624215,GSM2967773,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967773,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636529,E14.5,RNA-Seq,100,164093600,PRJNA432054,SAMN08428910,105718194,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624216,GSM2967774,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967774,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636530,E14.5,RNA-Seq,100,170898900,PRJNA432054,SAMN08428909,109088082,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624217,GSM2967775,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967775,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636531,E14.5,RNA-Seq,100,42007700,PRJNA432054,SAMN08428908,27302553,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624218,GSM2967776,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967776,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636532,E14.5,RNA-Seq,100,156148400,PRJNA432054,SAMN08428907,100854941,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624219,GSM2967777,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967777,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636533,E14.5,RNA-Seq,100,53152800,PRJNA432054,SAMN08428906,34189053,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624220,GSM2967778,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967778,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636534,E14.5,RNA-Seq,100,140373900,PRJNA432054,SAMN08428905,90003155,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624221,GSM2967779,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967779,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636535,E14.5,RNA-Seq,100,151983200,PRJNA432054,SAMN08428904,98097195,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624222,GSM2967780,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967780,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636536,E14.5,RNA-Seq,100,124159400,PRJNA432054,SAMN08428903,80241869,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624223,GSM2967781,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967781,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636537,E14.5,RNA-Seq,100,101209800,PRJNA432054,SAMN08428902,65090583,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624224,GSM2967782,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967782,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636538,E14.5,RNA-Seq,100,89149100,PRJNA432054,SAMN08428901,57605863,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624225,GSM2967783,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967783,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636539,E14.5,RNA-Seq,100,132421700,PRJNA432054,SAMN08428900,84706857,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624226,GSM2967784,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967784,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636540,E14.5,RNA-Seq,100,144856000,PRJNA432054,SAMN08428899,92793957,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624227,GSM2967785,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967785,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636541,E14.5,RNA-Seq,100,109992600,PRJNA432054,SAMN08428987,71674645,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624228,GSM2967786,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967786,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636542,E14.5,RNA-Seq,100,103706200,PRJNA432054,SAMN08428986,68072366,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624229,GSM2967787,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967787,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636543,E14.5,RNA-Seq,100,107748100,PRJNA432054,SAMN08428985,68989125,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624230,GSM2967788,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967788,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636544,E14.5,RNA-Seq,100,109993900,PRJNA432054,SAMN08428984,70872926,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624231,GSM2967789,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967789,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636545,E14.5,RNA-Seq,100,182814900,PRJNA432054,SAMN08428983,117493886,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624232,GSM2967790,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967790,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636546,E14.5,RNA-Seq,100,240576300,PRJNA432054,SAMN08428982,152398039,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624233,GSM2967791,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967791,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636547,E14.5,RNA-Seq,100,180792800,PRJNA432054,SAMN08428981,115503887,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624234,GSM2967792,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967792,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636548,E14.5,RNA-Seq,100,191878500,PRJNA432054,SAMN08428980,121984279,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624235,GSM2967793,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967793,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636549,E14.5,RNA-Seq,100,159737200,PRJNA432054,SAMN08428978,102010051,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624236,GSM2967794,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967794,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636550,E14.5,RNA-Seq,100,116890100,PRJNA432054,SAMN08428977,75753531,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624237,GSM2967795,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967795,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636551,E14.5,RNA-Seq,100,111149400,PRJNA432054,SAMN08429664,71260341,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624238,GSM2967796,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967796,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636552,E14.5,RNA-Seq,100,138337100,PRJNA432054,SAMN08429663,87416153,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624239,GSM2967797,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967797,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636553,E14.5,RNA-Seq,100,285908400,PRJNA432054,SAMN08429662,178645884,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624240,GSM2967798,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967798,Brain,SRP131682,CD1,"vMGE,Brain"
SRR6636554,E14.5,RNA-Seq,100,175962800,PRJNA432054,SAMN08429661,110778687,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX3624241,GSM2967799,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2018-03-07T00:00:00Z,GSM2967799,Brain,SRP131682,CD1,"vMGE,Brain"
